text1,text2,label
"If secure gaming is the one thing you are most worried about , Ruby Fortune Casino will never disappoint you , keeping it [cool] and safe at any point .",cool: of or at a relatively low temperature,0
"A soft new carpet makes all the difference in the home , especially on those [cool] mornings .",cool: of or at a relatively low temperature,1
"( Facebook did not release [hard] numbers of “ likes ” for each team , only the counties in which they held a plurality . )","hard: Firm, solid, resistant to pressure, tangible",1
"This kind of actions create non - realistic view of website ’s popularity on the internet , that ’s why most of the times [black] - hat websites get Google penalties .","black: evil, bad, unsavory",1
They are all looking for a awesome online partner to share some giggles in a [cool] chat conversation .,cool: of or at a relatively low temperature,0
The [cool] pattern of dovetails is what makes them so valuable .,cool: of or at a relatively low temperature,0
The street children have known no other life except the street ; they do not go to school and they grow up the [hard] way on the streets .,"hard: Firm, solid, resistant to pressure, tangible",0
You 're already paying a lot of money just to go on this trip and buying a lens dedicated to one vacation is a little crazy ( but [cool] as hell ! ) .,cool: of or at a relatively low temperature,0
"With the allure of [cool] days and pumpkin - everything , there ’s only so much more I can take of ice water and chopped salads for dinner .",cool: of or at a relatively low temperature,1
"Unhelpful thoughts usually come in the form of “ what if , ” “ [black] and white thinking , ” or “ imagining the worst case scenario . ”","black: evil, bad, unsavory",0
Our plan is to save everyone in Branchville from the scorching heat with a comfortably [cool] home .,cool: of or at a relatively low temperature,1
"In critical mass I ’m not sure that people understand black film as a [black] cinema — they understand one - off efforts , I think , but the larger context seems to be lost .","black: evil, bad, unsavory",0
I have a [hard] time getting up and going .,"hard: Firm, solid, resistant to pressure, tangible",0
After all our [hard] work ... it is done .,"hard: Firm, solid, resistant to pressure, tangible",0
"I had to gain some weight for the role , so the hardest part was trying to look [cool] while running and not look totally exhausted .",cool: of or at a relatively low temperature,0
"Engine stalled a few times , [hard] to start etc .","hard: Firm, solid, resistant to pressure, tangible",0
"As you will certainly recognize , it is simple to spill a number of different materials on your carpet and there is likewise the deep - rooted dust and dust that could be [hard] to get out .","hard: Firm, solid, resistant to pressure, tangible",0
A wonderful combination of [black] and chrome plating .,"black: evil, bad, unsavory",0
"Place the [black] probe on ground ( or "" minus "" ) terminal of the battery .","black: evil, bad, unsavory",0
"I felt that the hat needed some [black] near the top to balance all the black at the bottom , so I made the top into a spiderweb as I decreased .","black: evil, bad, unsavory",0
"It 's [hard] to describe it ; imagine a very fast - paced waterfall ending in shallow waters , but also distorted ( maybe it 's better to say "" compressed "" ) , and at a really high volume - like , when it was at full volume I literally had to turn down the PC sound a bit , but just seconds before I could barely hear the sentences whispered by my Reaver .","hard: Firm, solid, resistant to pressure, tangible",0
"While many use the term to describe a flight recorder , a [black] box is an intelligent and complex device that records information that the user can not .","black: evil, bad, unsavory",0
"I 'm so sick of showing you my [black] satchel that I 've been using lately , so much so that I did n't include it in any of these pictures !","black: evil, bad, unsavory",0
"He helped bring things back to the essence of proper , pure trance music without the harder more aggressive EDM , dubstep and house influences that were prevalent in ' trance ' music at the time and made it [cool] to be un - cool again .",cool: of or at a relatively low temperature,0
Late last year I reached out on social media to find out if anyone had a [cool] 911 I could photograph and very soon after Tom at Paul Stephens 911 in Essex reached out and said ' Yes ' .,cool: of or at a relatively low temperature,0
Standard [black] laminate finish .,"black: evil, bad, unsavory",0
Hard Drive & Disk Drive : Avoid using the [hard] drive and disk drive excessively .,"hard: Firm, solid, resistant to pressure, tangible",1
Salty Mexican rice and [black] beans played perfectly with sweet plantains .,"black: evil, bad, unsavory",0
"I always thought it would be [cool] to combine translation memory , machine translation , and artificial intelligence .",cool: of or at a relatively low temperature,0
"It was 1959 , and the white kids danced with white kids and the black kids danced with [black] kids , but for some members of the community , that was too much integration .","black: evil, bad, unsavory",0
All Amulets come with [black] satin cord and information card .,"black: evil, bad, unsavory",0
The Hopi Indians used the purplish [black] seed hulls to create red and indigo dyes that were used in dyeing ..,"black: evil, bad, unsavory",0
She has been our friendly “ front of house ” for 10 years and will be a very [hard] act to follow !,"hard: Firm, solid, resistant to pressure, tangible",0
"Once I was happy with the template , I cut it out using the edges of the [black] marker as a guide .","black: evil, bad, unsavory",0
But I think BlogLovin ' is where all the [cool] kids are going .,cool: of or at a relatively low temperature,0
Our [hard] drive recovery service is such that our knowledge of all things hard drive plus the technology at our disposal means that we are perfectly placed to help our customers – both business and domestic- retrieve their data before it is lost forever .,"hard: Firm, solid, resistant to pressure, tangible",1
Fortnite VBucks Cheats 2018 has latest built in features and as a bonus we added some [cool] tricks that will be described in notes.txt file after installation .,cool: of or at a relatively low temperature,0
The mature oaks provide ample shade allowing everyone to stay [cool] in 90 degree+ heat .,cool: of or at a relatively low temperature,1
"It ’s been a long , [hard] road .","hard: Firm, solid, resistant to pressure, tangible",0
Throw these across your hands for a [cool] look !,cool: of or at a relatively low temperature,0
With many families having two working parents it 's [hard] to know what to do with the kids .,"hard: Firm, solid, resistant to pressure, tangible",0
"Lucy , is a beautiful very dark [black] with white on her chest and paws .","black: evil, bad, unsavory",0
"From the very first page , I was drawn into the story of this house said to have a [black] soul and the tale of three former Nuns , empaths , employed by the Church to determine if there is any evidence of possession .","black: evil, bad, unsavory",1
Pretty [cool] version .,cool: of or at a relatively low temperature,0
"Brown patch on [cool] season grasses requires thes items : Water , heat , warm nights , humidity .",cool: of or at a relatively low temperature,1
"This week we chat with @Penny_Elmslie , Head of Marketing for the [cool] accounting software Xero .",cool: of or at a relatively low temperature,0
It 's [hard] to know what to say about that .,"hard: Firm, solid, resistant to pressure, tangible",0
Knowing that I took the run not too [hard] .,"hard: Firm, solid, resistant to pressure, tangible",0
Your kids spend a lot of time at school doing [cool] things .,cool: of or at a relatively low temperature,0
"It is hand carved circular disk , made from a green hard stone , carved applied [hard] stones , carnelian , amethyst , agate , and a glass gold stones .","hard: Firm, solid, resistant to pressure, tangible",1
It would be [hard] to find a town on Queensland ’s Sunshine Coast that is more charming than Montville .,"hard: Firm, solid, resistant to pressure, tangible",0
"These are angles in degrees , 0 is horizontal , 90 is straight up , so you can see the red ( R ) arm is up , and the [black] ( B ) is horizontal .","black: evil, bad, unsavory",0
One [cool] thing we learned while talking to our waitress is that the owners of the restaurant grow a lot of their own vegetables on their own property .,cool: of or at a relatively low temperature,0
"This post of "" 40 elegant [cool] bedroom paint ideas "" was published on 08 - 08 - 2018 by jonshon .",cool: of or at a relatively low temperature,0
Is it [hard] to watch at times ?,"hard: Firm, solid, resistant to pressure, tangible",0
He was just kinda a [cool] kid I ’d seen around the metal shows .,cool: of or at a relatively low temperature,0
""" It 's [hard] to calculate , it 's harder to implement in the experiment . ""","hard: Firm, solid, resistant to pressure, tangible",0
"The entry - level , 800MHz model is the least attractive of the bunch , given that you can get a similarly configured iMac , with a screen , a larger [hard] drive , and a SuperDrive , for $ 200 more .","hard: Firm, solid, resistant to pressure, tangible",1
"In the same way , it is similar in the case of formatting the drive as space is not overwritten , it is more possibility that you can recover data from Western Digital external [hard] drive .","hard: Firm, solid, resistant to pressure, tangible",1
"Anyway , even though not truly permanent , this would be really [cool] technology if it were possible !",cool: of or at a relatively low temperature,0
"Designed to get wet , our USP 50 + Quick - Dry bucket hat in Bright Pink will keep your baby or toddler [cool] and safe from the sun .",cool: of or at a relatively low temperature,1
This can offer a powerful and [cool] try to find the new Azera .,cool: of or at a relatively low temperature,0
"After that we walked around downtown , went in some [cool] shops .",cool: of or at a relatively low temperature,0
Advanced thermal printing technology enables photo - quality [black] & white prints with resolutions up to approximately 325 dpi and grey levels up to 256 steps .,"black: evil, bad, unsavory",0
"Poverty The US census reported that While interracial dating continues to be on the rise in the United States , [black] people remain the minority group that has relationships outside of their race the least at 19 percent .","black: evil, bad, unsavory",0
It ’s a pretty [cool] place .,cool: of or at a relatively low temperature,0
"The Deluxe kit comes with air conditioning to keep you [cool] , no matter how hot it gets outside .",cool: of or at a relatively low temperature,1
I wept as I tried to make sense of moments and words my heart was having a [hard] time translating .,"hard: Firm, solid, resistant to pressure, tangible",0
"Jonathan ’s eco - chic kitchen featured a natural bark wall , an oversized island , high ceilings , and unusual [black] cabinets with contemporary Top Knobs fixtures .","black: evil, bad, unsavory",0
"This is a moisturizing gel to be used when paw pads have become dry and rough or during periods when the surface tissue in paw pads tends to become [hard] , such as the dry winter season .","hard: Firm, solid, resistant to pressure, tangible",1
“ I 'm hugely grateful to Jack for his [hard] work and loyalty .,"hard: Firm, solid, resistant to pressure, tangible",0
"They were stored in my home for most of the time , in a card board box in a [cool] temperature room .",cool: of or at a relatively low temperature,1
"This look , to me , feels like we ’re talking to a [cool] technology company that ’s about to launch an amazing new product .",cool: of or at a relatively low temperature,0
"My emphasis in photo has always been fine art [black] and white , concentrating on symmetry , and balance of a subject as well as light and shadow .","black: evil, bad, unsavory",0
It still uses the same [black] cover that they called as Obsidian Black .,"black: evil, bad, unsavory",0
screwdriver for [hard] to reach places ergo slim screwdrivers .,"hard: Firm, solid, resistant to pressure, tangible",0
"If you ’ve always wanted to own one , but either ca n’t find it online or ca n’t afford what collectors are asking , an unbranded Graffiti Cocktail Shaker can be found online for a [cool] $ 20 .",cool: of or at a relatively low temperature,1
"The heritage of white supremacy , or its ongoing structures to whatever degree they exist , could at most explain why the [black] family began its collapse before the white family , which also explains why black families are less likely to be strong today than white families or Hispanic families .","black: evil, bad, unsavory",0
"So to recap , the reason for my recent use of a cap and brolly is not because I ’m trying to get everyone to follow British stereotypes , but because I ’m trying to disguise my face from a few sodding [black] birds … but not blackbirds , and to be honest I do n’t think it ’s sodding working .","black: evil, bad, unsavory",0
"This jet phenomenon manifests itself on the scale of supermassive [black] holes as Active Galactic Nuclei and on the stellar black hole scale as "" microquasars "" .","black: evil, bad, unsavory",0
"Also , please note , that I 'm leaving out the really weird , [hard] to explain , over the top dramatic happenings .","hard: Firm, solid, resistant to pressure, tangible",0
We do some pretty [cool] stuff .,cool: of or at a relatively low temperature,0
"Today 's recipe is a refreshingly [cool] drink to beat the heat , Watermleon Lemonade .",cool: of or at a relatively low temperature,1
"Debatable , I know , and not 100 % across the board , cut and dried , [black] and white .","black: evil, bad, unsavory",0
"A fast paced 3D car stunt driving game , where you get to perform the most amazing tricks and stunts in some really [cool] environments .",cool: of or at a relatively low temperature,0
I know some people have this big hangup about not ever using a black colored pencil or [black] paint or whatever .,"black: evil, bad, unsavory",0
"The garden tower was proposed to be a fabric structure that visitors could ascend to a top platform for an overview of citywide environmental and resource issues , and then descend down through the [cool] air inside the tower to the garden below .",cool: of or at a relatively low temperature,1
Want to add a touch of class to your [black] stickers ?,"black: evil, bad, unsavory",0
This sturdy coffee table mirrors the round shape of the rug and features a [cool] glass top on a woven rattan base .,cool: of or at a relatively low temperature,0
"We are staying about 10 miles from Park City , which is super [cool] because they have a dog park .",cool: of or at a relatively low temperature,0
"If your loved one has a [hard] time rising in the morning , do n’t compound the challenge by booking the first appointment of the day .","hard: Firm, solid, resistant to pressure, tangible",0
"The two officers , white and [black] , began riding together on July 1 , days before Sterling 's death .","black: evil, bad, unsavory",0
Once the slide begins it can be [hard] to arrest .,"hard: Firm, solid, resistant to pressure, tangible",0
"In the early 1950 ’s after the introduction of the Lp , the most progressive American cover designs were created for jazz albums , and Mr. Goldblatt was among the pioneers in establishing the [cool] - jazz style .",cool: of or at a relatively low temperature,0
"On top of all this , I am a [hard] worker and a fast learner with lots of enthusiasm , ready to take on anything that may be thrown my way .","hard: Firm, solid, resistant to pressure, tangible",0
How much do [black] investors own on the JSE ?,"black: evil, bad, unsavory",0
how [cool] are these tie dye bags ?,cool: of or at a relatively low temperature,0
Is it so [hard] to find the “ little guy ” website full of relevant information and not just another landing page full of ads masquerading as that which our heart desires .,"hard: Firm, solid, resistant to pressure, tangible",0
After a long holiday I had a really [hard] time returning to the university .,"hard: Firm, solid, resistant to pressure, tangible",0
She felt that it was important for [black] and white students to understand the contributions African people gave the world .,"black: evil, bad, unsavory",0
Convey your kitchen into the 21st century with the most recent [cool] electronic devices .,cool: of or at a relatively low temperature,0
Do you hate walking into your living room or family room and seeing a huge [black] TV flat screen dominating your view .,"black: evil, bad, unsavory",0
"We take a new Class 1 Class C , E and G [hard] hat and each hat is prepared and dipped one a a time .","hard: Firm, solid, resistant to pressure, tangible",1
"individual differences and devises programs that demand [hard] work and challenge , but are not excessive .","hard: Firm, solid, resistant to pressure, tangible",0
Ravenloft would have been a [cool] get .,cool: of or at a relatively low temperature,0
"Greta Van Fleet – which took its name from one of the close - knit community ’s town elders of Frankenmuth , Michigan – is a [hard] rocking quartet whose creative ambitions and achievements reach far beyond the ages of the four band members .","hard: Firm, solid, resistant to pressure, tangible",0
"Prefers moist , fertile , well - drained soils and [cool] climates .",cool: of or at a relatively low temperature,1
"A new color palette for the iconic rugs designed by Patricia Urquiola , where the [black] outlines have taken - on a vibrant glow which contrast with charged and contemporary colors .","black: evil, bad, unsavory",0
These are really [cool] looking .,cool: of or at a relatively low temperature,0
"These new ones feel a little flimsy and the grip is longer , making it [hard] to balance the larger cups and pour without spilling , particularly if you have small hands .","hard: Firm, solid, resistant to pressure, tangible",0
"Published with a glossy [hard] cover in a convenient size for reference it has detailed information on the 2012 Formula One World Championship : teams , drivers , cars , engines , team principals , mechanics , engineers , key people , sponsors , suppliers , marketing , PR and press officers , photographers , journalists , tracks , F1 officials and much more hard to find information .","hard: Firm, solid, resistant to pressure, tangible",1
These same public relations firms often discourage their [black] clients from working with black - owned media companies and advertising with the Black Press .,"black: evil, bad, unsavory",0
It 's [hard] .,"hard: Firm, solid, resistant to pressure, tangible",0
"Merging protogalaxies sent out shockwaves that compressed dense clumps of gas , helping trigger widespread star birth even in regions previously dominated by [black] hole radiation .","black: evil, bad, unsavory",0
It was really [cool] to have this group of diverse young people talking about finance in an open way .,cool: of or at a relatively low temperature,0
It ’s such a [cool] feeling when my body just kicks in and does what it ’s been trained to do .,cool: of or at a relatively low temperature,0
"If it was not for [black] researchers would we ever hear about black inventors , no , it is not for white interest , though it is for global interests .","black: evil, bad, unsavory",0
Nicholas Ruston created the paintings in the style of old film ‘ end ’ cards – all [black] and white – and the writers went off and wrote what they would .,"black: evil, bad, unsavory",0
"Bus passengers travelling from Aberdaron to Nefyn told Porthdinllaen coastguards they had seen "" a sheet of flame enveloped by thick [black] smoke falling into the sea . ""","black: evil, bad, unsavory",0
Even if you think you know sometimes it can be [hard] to find the perfect home .,"hard: Firm, solid, resistant to pressure, tangible",0
"If you prefer [hard] media , the same sliding scale applies to CDs costing between $ 11 and $ 24 .","hard: Firm, solid, resistant to pressure, tangible",1
"A bunch of stuff from a bud ’s visit from Japan ( thanks man ) that has some Strike Witches Luccini stickers , a saucy manga featuring the aforementioned witch , some chick from some gae with a big sword that looks [cool] that I like the look of , Hastune Miku music CD and DIVA F game for PS3 , a Luccini statue thingy and some other stuff that I ca n’t make out from the thumbnail I am looking at .",cool: of or at a relatively low temperature,0
“ I recalled how badly [black] men were being treated during the war and I believe it ’s worse now .,"black: evil, bad, unsavory",0
"A little Italian gem on the beach , Posada Margherita is a seductive mix of casual and [cool] .",cool: of or at a relatively low temperature,0
"However , if you have n’t ( it ’s [cool] – we ’re all busy ! )",cool: of or at a relatively low temperature,0
On another note - I made some pretty boring [black] basic seperates which you can see in this blogpost too .,"black: evil, bad, unsavory",0
"Note that competitor data may be [hard] to come by , so it may require looking at comps in a similar or equal product category .","hard: Firm, solid, resistant to pressure, tangible",0
"As the parable of the unmerciful judge teaches ( Luke 18:1–8 ) , Abraham ’s action teaches us that we may properly press God [hard] with fervent persistence when we bring our desires before Him .","hard: Firm, solid, resistant to pressure, tangible",0
"They are attractive , with a large "" 99th Infantry Division "" in black , the 99th Checkerboard patch in [black] , white , and blue , and white / blue reverse across the bottom the slogan "" Battle Babies of World War II . ""","black: evil, bad, unsavory",0
Steel Tigers will have a [hard] time living up to that .,"hard: Firm, solid, resistant to pressure, tangible",0
"These large dogs have an athletic , intimidating physique ; they ’re tall , strong and all [black] .","black: evil, bad, unsavory",0
""" Like oh my god this phone is so totally [cool] like it says Prada and stuff , like oh my god !",cool: of or at a relatively low temperature,0
"Once the summer happens , it almost becomes [hard] for each of us to bear the heat of the season .","hard: Firm, solid, resistant to pressure, tangible",0
Let ’s get to know the [cool] 3D shapes by printing out this set of cards .,cool: of or at a relatively low temperature,0
It has been well - documented that Ubuntu ’s readahead system during boot significantly cuts down on boot time by reducing [hard] disk seeking via precaching commonly - used files during bootup .,"hard: Firm, solid, resistant to pressure, tangible",1
"What happened to the [cool] , Fall weather ? ? ?",cool: of or at a relatively low temperature,1
"Humanature combine pure Enzogenol ® with L - theanine to support neural balance , [cool] heads and change lives with healthy concentration , mental clarity and stress management .",cool: of or at a relatively low temperature,0
If you do intend to bring fragile or expensive hair straighteners in your hand held luggage then it is recommended to bring [hard] carry on luggage   as this offers the most protection against knocks and bumps during transit .,"hard: Firm, solid, resistant to pressure, tangible",1
"There are no [hard] feelings or any bad blood inside the team , we just drove ourselves into a situation we could n’t get out of and something had to change .","hard: Firm, solid, resistant to pressure, tangible",0
He has a [hard] time communicating and does not always understand questions .,"hard: Firm, solid, resistant to pressure, tangible",0
"The exterior is clad mainly in white marble , sharply contrasted with [black] granite .","black: evil, bad, unsavory",0
"Choose from red , blue , or [black] to perfectly complement your home and style .","black: evil, bad, unsavory",0
It 's [hard] to believe the last update was 5 years ago .,"hard: Firm, solid, resistant to pressure, tangible",0
"Insulating , they act as a thermoregulator for your temperature , so that your skin remains [cool] in summer and warm in winter .",cool: of or at a relatively low temperature,1
"Lord Stranleigh met them within the hall apparently [cool] and unexcited , there ’s nothing to do .",cool: of or at a relatively low temperature,0
"The goal , in essence , is to earn an opportunity to put a [hard] hat on and go back to work next week .","hard: Firm, solid, resistant to pressure, tangible",1
"Chilembwe preached an orthodox Baptist faith along with a morality that opposed alcohol and emphasized the values of [hard] work , personal hygiene , and self - help .","hard: Firm, solid, resistant to pressure, tangible",0
The raft stops along the secluded beaches of the Colorado river to give you a chance to swim or paddle in the [cool] clear waters .,cool: of or at a relatively low temperature,1
The lily ozone and lively [cool] weather can be touched here throughout the year particularly during the nighttime .,cool: of or at a relatively low temperature,1
"Of course , each couple is different , and there are no [hard] and fast rules to proposing .","hard: Firm, solid, resistant to pressure, tangible",1
"Who would 've thunk that it would be so [hard] to take outfit pictures w / a toddler , huh ?","hard: Firm, solid, resistant to pressure, tangible",0
These mega babe shields feature large black square lenses over a flat [black] shield frame with a strong plastic brow bar .,"black: evil, bad, unsavory",0
"Besides being breathable , lightweight , and sweat absorbing , this silky material offers a luxurious fit and icy [cool] feel even on those hot summer days .",cool: of or at a relatively low temperature,1
Jim Laurent over at Sun has a really [cool] post over on his blog about using a VMware Fusion hosted Solaris 10 virtual machine to play around with the open source ZFS file system and a trio of USB sticks to make a poor - man ’s Raid - Z array using USB sticks instead of actual hard drives .,cool: of or at a relatively low temperature,0
What about the Transporter ( by Connected Data ) which is your own [hard] drive that syncs to all devices and you can share files like dropbox .,"hard: Firm, solid, resistant to pressure, tangible",1
If your Bulldog is going to spend the day outdoors make sure that it has a [cool] spot to relax in .,cool: of or at a relatively low temperature,1
The 1995 - 96 Bristol Rovers Jacket made by Le Coq Sportif is [black] with a thick blue stripe down the centre and sides of the front .,"black: evil, bad, unsavory",0
"I 've had the shoes for many years , so it was pretty [cool] when I realised what a good match they were !",cool: of or at a relatively low temperature,0
"In the week prior to the convention , I had been pooling a variety of sources for [cool] handouts .",cool: of or at a relatively low temperature,0
"From the [black] nitro - finished exhaust tips to Mustang ’s signature LED lighting , details run throughout the car .","black: evil, bad, unsavory",0
"Toner Refill Store carries the [black] , cyan , magenta , yellow , and tricolor inkjet cartridges .","black: evil, bad, unsavory",0
"Thanks for churning out the essential , dependable , educational and in addition [cool] tips about that topic to Kate .",cool: of or at a relatively low temperature,0
"It � s a [cool] idea , especially since all of the icons , locations , and even the graphics change afterward , but really it � s just changing the fluff of what ...",cool: of or at a relatively low temperature,0
"And in China if you are doing transaction based market place , it is [hard] to get the transaction fee .","hard: Firm, solid, resistant to pressure, tangible",0
"For a way to stay fresh and [cool] , get this Casual Women 's Top offered by Madame .",cool: of or at a relatively low temperature,1
"These plans would have kept the predominantly black northwest or "" Delta "" portion of Mississippi intact , and would have combined that area with predominantly [black] portions of Hinds County and the city of Jackson .","black: evil, bad, unsavory",0
"When families face financial difficulties due to illness , job loss , or divorce , an equity cushion often allows them to get through the [hard] times by borrowing needed funds or even selling the house .","hard: Firm, solid, resistant to pressure, tangible",0
"It is churned until it separates into butter and buttermilk and then washed by hand with [cool] , clear water to remove all traces of buttermilk .",cool: of or at a relatively low temperature,1
Glass and [black] metal coffee table and white floor .,"black: evil, bad, unsavory",0
"Sunday will be a mainly - sunny day , yet Baton Rouge neighborhoods will stay [cool] as afternoon readings will only climb into the upper 40s to low 50s .",cool: of or at a relatively low temperature,1
"Look at me , says the [black] , look how fast I go ; black here is her color of urgency , and agency , a painter ’s return , and summary , on her now - terms , after early years in Canada as an art student .","black: evil, bad, unsavory",0
"There ’s much more affordable fare in the collection — a sleek tank dress for $ 34.99 , a [black] pinstripe vest for $ 29.99 and a peach tee bearing the “ JPGaultier ” name for $ 19.99 .","black: evil, bad, unsavory",0
On the available evidence it is clear that the [black] taxi drivers are beginning to suffer from years of neglecting the quality of service they are offering .,"black: evil, bad, unsavory",0
"For every dollar a white person has in savings , a Latino person has only 6 cents and a [black] person has only 5 cents .","black: evil, bad, unsavory",0
"If you just want to backup all your Photoshop ( .psd ) files to an external [hard] drive no matter where they are located on your Mac , you could select your entire Mac ’s hard drive as one target and a folder on the external hard drive as the other target .","hard: Firm, solid, resistant to pressure, tangible",1
"( If your screen goes pitch [black] during this process , hit the space bar .","black: evil, bad, unsavory",0
Pretty [cool] and stylish asymmetrical short haircut for natural light brown hair .,cool: of or at a relatively low temperature,0
"After you 've done a few rows , sprinkle with raspberry dust and let [cool] completely ( about 2 hours ) .",cool: of or at a relatively low temperature,1
The [hard] plastic protects its content well and usually I do n’t even have to worry about dropping a palette .,"hard: Firm, solid, resistant to pressure, tangible",1
They are easily to recognize with all [black] fur that has one white stripe on its nape and a thin one running from forehead to snout .,"black: evil, bad, unsavory",0
Place in a [cool] place to ' relax ' .,cool: of or at a relatively low temperature,1
"It ’s [hard] to deny , though , that they ’re also a bit scary , especially when it comes to our children ; handing your baby over to be injected with an illness , however tiny the dose , however beneficial the long - term effects , still feels like an abdication of every protective parental instinct there is .","hard: Firm, solid, resistant to pressure, tangible",0
We can become so overwhelmed with so many details and sometimes it is [hard] to focus .,"hard: Firm, solid, resistant to pressure, tangible",0
"I ’m very low maintenance ; noise cancelling headphones , 2 external [hard] drives ( for samples ) , an iLok , a punchy powerful laptop , and a teeny weeny USB MIDI keyboard .","hard: Firm, solid, resistant to pressure, tangible",1
"Lord Stranleigh met them in the corridor apparently [cool] and unexcited , there ’s nothing to do .",cool: of or at a relatively low temperature,1
"While we ’d hope that if we had to spend the night in the woods , it would be nothing but clear skies and perhaps just a bit [cool] , the reality is you are just as likely to be sitting in the middle of a steady rain with not a dry twig in sight for the evening fire .",cool: of or at a relatively low temperature,1
"When you do n't feel lovable or capable , it 's [hard] to feel good about yourself and it 's hard to have strong self - esteem .","hard: Firm, solid, resistant to pressure, tangible",0
"The hard Brexiteers , for all their media ubiquity , just do n’t have the numbers in parliament for a [hard] Brexit .","hard: Firm, solid, resistant to pressure, tangible",0
We chip them down and remold them into new [black] pots in a closed recycling loop .,"black: evil, bad, unsavory",0
It ’s [hard] to know how to comfort someone when they ’ve lost a loved one and this can be the case whether the person is a close friend or family member or just an acquaintance .,"hard: Firm, solid, resistant to pressure, tangible",0
"I 've started a collection of these garden flags for my daughter and her significant other , they think its so [cool] to see their names on them .",cool: of or at a relatively low temperature,0
"To wire the supporter , it can be just a subject of connecting the [black] wire from the ceiling fan on the black wire from the switch .","black: evil, bad, unsavory",0
"Mercedes - Benz S 600 black sedan , [black] on the inside with DVD - player and bluetooth system .","black: evil, bad, unsavory",0
"But , cooking steak 4 times a year is [hard] on all accounts .","hard: Firm, solid, resistant to pressure, tangible",0
Surface color is [black] and they feature a thermostatically - controlled heated ceramic glass surface to help hold your food hot and delicious .,"black: evil, bad, unsavory",0
"You can find the post here , Betsson teases their players but makes it [hard] for them to start playing !","hard: Firm, solid, resistant to pressure, tangible",0
Deltamedia.com has its own links to many [cool] sites .,cool: of or at a relatively low temperature,0
This is a [cool] section .,cool: of or at a relatively low temperature,0
"If you ’re having an issue with the [hard] water in your shower , you should definitely check out this filter from AquaBliss .","hard: Firm, solid, resistant to pressure, tangible",1
"It 's [hard] to tell , is different for everyone .","hard: Firm, solid, resistant to pressure, tangible",0
"The piece of hardware that looks like a small tower , is actually a PC monitor stand that contains a [hard] drive , CD - ROM drive , two 3.5 "" floppy drives and a 520ST power supply .","hard: Firm, solid, resistant to pressure, tangible",1
"Being a resident nerd , I was n’t exactly in the same scene of private parties that the [cool] kids went to .",cool: of or at a relatively low temperature,0
"It was a strange picture outside the modern University Hospital ’s main doors when an emergency vehicle arrived in the middle of the night , hotly pursued by an obscure figure in [black] robes on a white horse .","black: evil, bad, unsavory",0
"The atmosphere was mellow , the music even mellower , and there were just all round chill vibes emanating out of Flyrite that evening ( which just made me want to lay on the [cool] grass , looking up at the stars , somehow surrounded by vanilla - caramel incense ) .",cool: of or at a relatively low temperature,1
James Brown is an early example of a Liverpool [black] man ’s life being archived .,"black: evil, bad, unsavory",0
Whoever does the plots is standing on the shoulders of many [hard] working scientists .,"hard: Firm, solid, resistant to pressure, tangible",0
"When it ’s to do with economical roofs , it is [hard] to beat the purchase price of flat roofs .","hard: Firm, solid, resistant to pressure, tangible",0
"- "" What makes these situations so [hard] to face ?","hard: Firm, solid, resistant to pressure, tangible",0
"And while the [black] and white cinematography was aesthetically beautiful , and the close shots of two men having a conversation for 15 minutes quite , well unusual , I was finding it hard to focus .","black: evil, bad, unsavory",0
"For example most hard disks that have a partition table but do n't yet have an operating system installed will still have a valid boot sector , and when that boot sector is executed , it will display a message something like "" BOOT DISK FAILURE , PRESS ANY KEY "" , and wait there "" forever "" until a key is pressed , after which the bootstrap code that was loaded from the hard disk will again attempt to boot from the same [hard] disk ad infinitum until the guest is manually restarted .","hard: Firm, solid, resistant to pressure, tangible",1
"and the 9700k is good so far , running smooth and [cool] at 5.1ghz",cool: of or at a relatively low temperature,1
"As wonderfully atmospheric as the record tends to be , it is abysmal on all other fronts – not even considering the blatant thievery by its creators , or the complete phoniness of its try - hard [black] metal imagery .","black: evil, bad, unsavory",1
Mom never remarried I think it was too [hard] while raising Beth and me .,"hard: Firm, solid, resistant to pressure, tangible",0
Ultra Violet Black Light – The UV black light emits long wavelengths of [black] lights that is used for testing the whiteness of the products .,"black: evil, bad, unsavory",0
RT : Why has it been so [hard] for Washington to sell to the world its case for intervention ?,"hard: Firm, solid, resistant to pressure, tangible",0
You may have a [hard] time getting up to speed early this morning .,"hard: Firm, solid, resistant to pressure, tangible",0
"If he continues with the form he displayed in Shanghai last week , then it ’s [hard] to look past him at the O2 Arena .","hard: Firm, solid, resistant to pressure, tangible",0
"CAP say a three - year - old Defender 90 [hard] top with 30,000 miles was valued at £ 11,600 average trade price last June and now the equivalent aged model is £ 12,300 .","hard: Firm, solid, resistant to pressure, tangible",1
"A "" cookie "" is a small file placed on your computer 's [hard] drive by the Web server .","hard: Firm, solid, resistant to pressure, tangible",1
"However , on the day of cycling , individuals need to both makeup for the fluid lost while sweating and stay [cool] .",cool: of or at a relatively low temperature,1
"Furthermore , hosting clients are not allowed to participate in [black] hat SEO tactics such as cloaking or comment link spamming .","black: evil, bad, unsavory",0
"Firstly , they have an internal [hard] drive with storage capacity of 50Gigabytes to eecord and store TV programs at your convenience .","hard: Firm, solid, resistant to pressure, tangible",1
Have something [cool] to demo ?,cool: of or at a relatively low temperature,0
