text1,text2,label
Thanks to the nice guys behind GastroGays.com for showing me this [cool] trick a while back !,cool: of or at a relatively low temperature,0
"It was a [hard] goodbye yesterday at Oaklea Field , with a season - ending loss against a strong and skilled Berkshire team , but it was so much more than that .","hard: Firm, solid, resistant to pressure, tangible",0
"it are all vegetal ingredients , and [black] by nature .","black: evil, bad, unsavory",0
"It 's [hard] to imagine that the band featured on "" Too True , "" a demo from 1977 , would be able to do this just two years later .","hard: Firm, solid, resistant to pressure, tangible",0
"Following a long tradition of sporting tweeds designed for the professional working countryman , Hoggs “ Falkland ” waterproof tweed jacket is constructed from [hard] wearing , wool - rich tweed .","hard: Firm, solid, resistant to pressure, tangible",0
Our well - trained and experienced technicians will provide the best Hoffman Estates [hard] surface restoration services for your home or business – guaranteed !,"hard: Firm, solid, resistant to pressure, tangible",1
"The days have been hot , but along about sunset , a [cool] breeze springs up and stirs around in the tops of shade trees and sweetens the air with a breath from the old wild rose at the edge of the yard .",cool: of or at a relatively low temperature,1
Looking simultaneously cool and warm - Johnny Cash - like - Jacksonville coach Jack Del Rio showed up on the sideline wearing a [black] leather jacket over a black sweater and black trousers .,"black: evil, bad, unsavory",0
"There are so many stitches , it was [cool] to be able to use them !",cool: of or at a relatively low temperature,0
"Topped off and finished with an S15 style pre - printed drift body and a [hard] compound drift tyre on scale finish wheels , the Banzai is the perfect introduction to sideways street action !","hard: Firm, solid, resistant to pressure, tangible",1
So far I have tried 20 different M27C160 Eproms and 5 different M27C800 Eproms and get the same [black] screen .,"black: evil, bad, unsavory",0
"The concept was loosely based on the Black Arts Movement of the mid-1960s , which encouraged engagement by [black] artists , writers and performers in the creation of a new aesthetic that formed a new identity for black artists within the art world .","black: evil, bad, unsavory",0
I almost never wear [black] .,"black: evil, bad, unsavory",0
“ I 'm hugely grateful to Jack for his [hard] work and loyalty .,"hard: Firm, solid, resistant to pressure, tangible",0
"The idea of putting your dog in your bag and taking off to the grocery store seems [cool] and very on trend , but is there another side to the story ?",cool: of or at a relatively low temperature,0
What s up very [cool] website ! !,cool: of or at a relatively low temperature,0
"If you ’re going to team this shot with a favorite , we ’ve discovered that ‘ milklike teas ’ carry out much better than darker drinks like [black] coffees and black teas !","black: evil, bad, unsavory",0
Store in [cool] dry place .,cool: of or at a relatively low temperature,1
Spring is that time of the year when the joys of the human heart are replenished every evening when the [cool] breeze caresses the face and the heart just knows that there 's something great about to befall its way .,cool: of or at a relatively low temperature,1
You possibly can decorate your room totally in [black] and white .,"black: evil, bad, unsavory",0
Most people dream of this knowing how [hard] life can be these days .,"hard: Firm, solid, resistant to pressure, tangible",0
"Using a shovel or an axe , small holes are dug into the [hard] ground and filled with compost .","hard: Firm, solid, resistant to pressure, tangible",1
"That exchange continued for decades , and cultural and political interchange often overlapped ; for example , the famous South African singer Miriam Makeba married Stokely Carmichael , founder of the Black Panther movement , and Langston Hughes introduced many Americans to the facts of apartheid by publishing the work of [black] South Africans who could n’t get published at home .","black: evil, bad, unsavory",0
"They got a happy ending , however , as Dwight became a [black] belt and was finally promoted to regional manager .","black: evil, bad, unsavory",0
Hatco heated [black] glass shelves are made of approved foodsafe materials allowing you to place food product directly on the glass surface .,"black: evil, bad, unsavory",0
Fortnite VBucks Cheats 2018 has latest built in features and as a bonus we added some [cool] tricks that will be described in notes.txt file after installation .,cool: of or at a relatively low temperature,0
Developing new presentations and assignments is [cool] but it takes time .,cool: of or at a relatively low temperature,0
""" You have a most extraordinary ability to influence her , ma'am , for which I find it [hard] to forgive you ! ""","hard: Firm, solid, resistant to pressure, tangible",0
"It beats using 25 - year - old [hard] drives , that ’s for sure .","hard: Firm, solid, resistant to pressure, tangible",1
Another reason succulents are so [cool] is their medicinal uses .,cool: of or at a relatively low temperature,0
"Following in the tyre ruts of its larger sibling , the Cherokee Night Eagle , which was launched in the UK last November , Jeep has announced a new Renegade ‘ Night Eagle ’ limited edition which is similarly based on the mid - spec Renegade Longitude , but adds 17 - inch black alloy wheels , rear parking sensors , satin grey Jeep badges and unique Night Eagle badging , coloured roof bars and side mirrors , and satin grey grille rings on a [black] front grille .","black: evil, bad, unsavory",0
As someone who follows a lot of trends in food it ’s [cool] to see that RITZ Crackers stays on - top with lots of new inspiration and creativity .,cool: of or at a relatively low temperature,0
"The piece of hardware that looks like a small tower , is actually a PC monitor stand that contains a [hard] drive , CD - ROM drive , two 3.5 "" floppy drives and a 520ST power supply .","hard: Firm, solid, resistant to pressure, tangible",1
Circular white button with [black] writing curving around the to p and bottom edges .,"black: evil, bad, unsavory",0
Those buckets are trimmed in [black] vinyl with pleated centers sections and smooth side bolsters .,"black: evil, bad, unsavory",0
"You will find a few hues of wires within a typical single - pole toggle switch : [black] , white , and inexperienced .","black: evil, bad, unsavory",0
"They 've chosen well , with eight college rock anthems that tear out of the gates and relentlessly deliver high wire melodies , [black] humor , self - effacement , and fuzz - buzz guitar in a wonderfully Weezer - shaped package .","black: evil, bad, unsavory",1
Struggling for a gift idea for that [hard] - to - buy - for person ?,"hard: Firm, solid, resistant to pressure, tangible",0
"While a [cool] find , it 's missing the most key part to a Whizzer , the drive mechanism .",cool: of or at a relatively low temperature,0
The battle in TAG - Restricted light will see James O’Callaghan attempt to consolidate his [hard] fought lead against the very competitive and talented drivers of Dean DeMarco and John - Ross Wood .,"hard: Firm, solid, resistant to pressure, tangible",0
"It was [hard] for me to break out of a strict session plan , but now I go about it in a similar manner with my 1:1 clients .","hard: Firm, solid, resistant to pressure, tangible",0
This glass cross pendant features vivid colors and vibrant designs that grace a [black] nylon cord .,"black: evil, bad, unsavory",0
"If secure gaming is the one thing you are most worried about , Ruby Fortune Casino will never disappoint you , keeping it [cool] and safe at any point .",cool: of or at a relatively low temperature,0
It is [hard] to conceive of a case in relation to which Lord Dunedin ’s presumption about the same penalty for breaches of differing gravity could better apply .,"hard: Firm, solid, resistant to pressure, tangible",0
""" I 'm going to push very [hard] to use jurisdiction that already exists . ""","hard: Firm, solid, resistant to pressure, tangible",0
What about the Transporter ( by Connected Data ) which is your own [hard] drive that syncs to all devices and you can share files like dropbox .,"hard: Firm, solid, resistant to pressure, tangible",1
The water coaxes out an extra few sweet notes – butterscotch [hard] candies and birch beer .,"hard: Firm, solid, resistant to pressure, tangible",1
Glad to meet you ; Billy is a [cool] guy .,cool: of or at a relatively low temperature,0
"Marie , Ontario Dubas says his family was accustom to [hard] work , in fact , they did n’t have to look far for inspiration .","hard: Firm, solid, resistant to pressure, tangible",0
"This allows you to put one black UV [black] light on each wall of the room , ensuring a bright glow from all directions with no dark spots .","black: evil, bad, unsavory",0
Maybe you could do the same for the onions too or cut a cross in that [black] weed suppressing membrane to put the onions in .,"black: evil, bad, unsavory",0
"Amanda opted for a little more glitz and glam in a sequin topped Stella McCartney Resort 2010 dress , also with simple [black] clutch , and some classic pumps .","black: evil, bad, unsavory",0
"Also , the men seemed to be very partial to [black] tee shirts .","black: evil, bad, unsavory",0
The breeze was [cool] enough to be pleasant .,cool: of or at a relatively low temperature,1
"There are available various tooltip styles , even interesting tooltips with [cool] animation , so you can choose one that fits best for your needs .",cool: of or at a relatively low temperature,0
"Exactly like a mattress should n’t be too [hard] , it should also never be too soft .","hard: Firm, solid, resistant to pressure, tangible",1
I have heard of stories wear necklaces would turn [black] because it 's not real Silver .,"black: evil, bad, unsavory",0
"Furthermore , hosting clients are not allowed to participate in [black] hat SEO tactics such as cloaking or comment link spamming .","black: evil, bad, unsavory",0
"We moved to a new place , a [cool] 3 - level townhouse with a fireplace in the library , big stairs , and big windows .",cool: of or at a relatively low temperature,0
Get your brand easily noticed in these Cross ® promotional ATX Basalt [black] pen sets !,"black: evil, bad, unsavory",0
"The updated kitchen feels fresh with white cabinets and walls , [cool] gray granite counters , stainless steel appliances , statement light fixtures and an eat - at island .",cool: of or at a relatively low temperature,1
I ’ve already heard from our FB page that they would have made sure to have included something Ravenloft — and it ’s [hard] to disagree .,"hard: Firm, solid, resistant to pressure, tangible",0
100 [cool] ideas !,cool: of or at a relatively low temperature,0
"- stop dancing for the hour - long class , your [cool] kids will learn a little about the history of the five main street dance styles .",cool: of or at a relatively low temperature,0
Very [cool] .,cool: of or at a relatively low temperature,0
It is [hard] to justify interrogating an Israeli Holocaust survivor on the pretext of security or law enforcement .,"hard: Firm, solid, resistant to pressure, tangible",0
"However , when your boss says it ’s day when it ’s night , it ’s [hard] to trust whatever else follows .","hard: Firm, solid, resistant to pressure, tangible",0
"Even though we would n’t recommend bringing too much of it in your living room and bedroom , a kitchen with [black] countertops would really scream great taste and sophistication .","black: evil, bad, unsavory",0
"While 75 % of our guests are completely happy to enjoy an unstructured windjammer vacation , we do offer some pretty [cool] specialty cruises .",cool: of or at a relatively low temperature,0
It ’s not notably [hard] to generate prosperity or then to preserve a lot of money .,"hard: Firm, solid, resistant to pressure, tangible",0
"The shadow – a dark region seen against a brighter background – is caused by the bending of light by the black hole and would be the first direct observational evidence for the existence of a [black] hole ’s event horizon , the boundary from within which not even light can escape .","black: evil, bad, unsavory",0
"Honestly , I think it would be [cool] to experiment with an auto - tune .",cool: of or at a relatively low temperature,0
We are very thankful to all our existing board members for their [hard] work and commitment over the past two years and look forward to welcoming the new BAC .,"hard: Firm, solid, resistant to pressure, tangible",0
"It 's [hard] to describe it ; imagine a very fast - paced waterfall ending in shallow waters , but also distorted ( maybe it 's better to say "" compressed "" ) , and at a really high volume - like , when it was at full volume I literally had to turn down the PC sound a bit , but just seconds before I could barely hear the sentences whispered by my Reaver .","hard: Firm, solid, resistant to pressure, tangible",0
Need a [hard] money loan in San Francisco ?,"hard: Firm, solid, resistant to pressure, tangible",1
"In 1999 , the working group "" Hard metals "" of the German industrial union for powder metallurgy suggested a classification of WC - Co [hard] metals according to grain size , which is today accepted worldwide .","hard: Firm, solid, resistant to pressure, tangible",1
I tried to act [cool] like I was expecting that .,cool: of or at a relatively low temperature,0
"Most luggage comes in the same three generic colors , red , [black] and white .","black: evil, bad, unsavory",0
Check out the [cool] discounts and be summer ready .,cool: of or at a relatively low temperature,0
"From the terraced rice field to the exciting ethnic lives , from the [cool] climate to the colorful trek , Sapa is a must - see , must - go and must - experience .",cool: of or at a relatively low temperature,1
"However , on the day of cycling , individuals need to both makeup for the fluid lost while sweating and stay [cool] .",cool: of or at a relatively low temperature,1
Once the slide begins it can be [hard] to arrest .,"hard: Firm, solid, resistant to pressure, tangible",0
This type of service is [hard] to beat !,"hard: Firm, solid, resistant to pressure, tangible",0
Next you add items that are related to the incident such as the [hard] disk or floppies .,"hard: Firm, solid, resistant to pressure, tangible",1
"We were seeing the kind of psychobilly band I was obsessed with , the sort where the singers wore all [black] and sang about death , but in an ironic way .","black: evil, bad, unsavory",0
"So to recap , the reason for my recent use of a cap and brolly is not because I ’m trying to get everyone to follow British stereotypes , but because I ’m trying to disguise my face from a few sodding [black] birds … but not blackbirds , and to be honest I do n’t think it ’s sodding working .","black: evil, bad, unsavory",0
"but when I deleted a document out of my external [hard] drive it went to my computer 's recycling bin , so it made me question if it is the same procedure ?","hard: Firm, solid, resistant to pressure, tangible",1
""" What word? .. I need a [cool] word to stamp ! ! !",cool: of or at a relatively low temperature,0
Surface color is [black] and they feature a thermostatically - controlled heated ceramic glass surface to help hold your food hot and delicious .,"black: evil, bad, unsavory",0
"A variety of the standard relationship web sites like eHarmony and Plenty of Fishare now catering to the over 55 demographic , hot women seeking [black] man five years in the past it was n't a section of the inhabitants they 'd necessarily target .","black: evil, bad, unsavory",0
"I 've had the shoes for many years , so it was pretty [cool] when I realised what a good match they were !",cool: of or at a relatively low temperature,0
After a long holiday I had a really [hard] time returning to the university .,"hard: Firm, solid, resistant to pressure, tangible",0
"I 'm also having a very hard time landing + , dash , + against Jeff from any stance , way too [hard] to be listed as a consistent combo on him IMO .","hard: Firm, solid, resistant to pressure, tangible",0
The [black] and grey models allow you to blend into the urban environment .,"black: evil, bad, unsavory",0
"From what I saw , that is n't [hard] to imagine .","hard: Firm, solid, resistant to pressure, tangible",0
and other [hard] and medium hard rocks as well as in the ore and cement industry .,"hard: Firm, solid, resistant to pressure, tangible",1
"According to sources , the Lahore High Court has issued [black] warrant of the terrorist .","black: evil, bad, unsavory",1
"The bar has a super [cool] vibe with blue - ish , purple lighting and in classic Berlin fashiopn , some great music to go along .",cool: of or at a relatively low temperature,0
That ’s not a strong enough why for anyone to last very long with a [hard] change .,"hard: Firm, solid, resistant to pressure, tangible",0
"As a farmer , it ’s pretty [hard] to get anywhere without a car .","hard: Firm, solid, resistant to pressure, tangible",0
"It ’s kind of [hard] to understand why he ’s not more well known ( but then again , given the mainstream ’s lack of curiousoty , it ’s not really that hard to believe ) .","hard: Firm, solid, resistant to pressure, tangible",0
And then she got to grow in her range as she got older which was [cool] to see .,cool: of or at a relatively low temperature,0
"Mix together extra - virgin olive oil and red wine vinegar in a large salad bowl , then season to taste with salt and freshly ground [black] pepper .","black: evil, bad, unsavory",0
"I guess I would classify the book as pop linguistics- a very [cool] and enticing premise , even if it may be taken a little far .",cool: of or at a relatively low temperature,0
"Note 1 : We apologize for the number of blue clarifying notes , you 'll see why they were needed by reading through the article , which is the [black] text .","black: evil, bad, unsavory",0
"To wire the supporter , it can be just a subject of connecting the [black] wire from the ceiling fan on the black wire from the switch .","black: evil, bad, unsavory",0
It ’s a pretty [cool] place .,cool: of or at a relatively low temperature,0
What do you wear as a base layer when it 's [cool] outside ?,cool: of or at a relatively low temperature,1
"The braided bun hairstyles for [black] hair has become a sign of social distinction , for the tapering of which it is often combined with head ornaments ( tiaras , crests , etc . ) .","black: evil, bad, unsavory",0
"Red and [black] relate back to the flag of Cheliax , although the Korvosan flag uses a darker crimson than that of its former mother country .","black: evil, bad, unsavory",0
It has been well - documented that Ubuntu ’s readahead system during boot significantly cuts down on boot time by reducing [hard] disk seeking via precaching commonly - used files during bootup .,"hard: Firm, solid, resistant to pressure, tangible",1
"Two of my favorite rooms in the home are also down here , including the media room ( with a [cool] framed flat - screen television ) and an exercise room , which I 'd love to have in my own home .",cool: of or at a relatively low temperature,0
Colour - [black] high gloss .,"black: evil, bad, unsavory",0
John Schwade is a prison psychologist ( meaning he daily administers to the largely [black] huddled masses warehoused in our beastly prisons ) as well as spouse to a black woman and father to a lovely and brilliant biracial daughter .,"black: evil, bad, unsavory",0
"This new look has given us some serious hair goals , from [black] to blonde - Kylie can literally rock any hair colour .","black: evil, bad, unsavory",0
"To Moscow , for example , relatively [cool] in Moscow early July , high temperatures at noon , 28 degrees -30 degrees , cool morning and evening , is recommended to bring long - sleeved clothing , long pants , and bring a jacket , it is quite cool after the rain .",cool: of or at a relatively low temperature,1
"Twinkle was at her casual best in a white t - shirt , blue denims and a black jacket and completed her look with a [cool] pair of sunglasses .",cool: of or at a relatively low temperature,0
It ’s a pretty [cool] gear shop and has an even cooler logo .,cool: of or at a relatively low temperature,0
"After you pick a distro you like , consider installing it on a [hard] drive .","hard: Firm, solid, resistant to pressure, tangible",1
"The heritage of white supremacy , or its ongoing structures to whatever degree they exist , could at most explain why the [black] family began its collapse before the white family , which also explains why black families are less likely to be strong today than white families or Hispanic families .","black: evil, bad, unsavory",0
"The majority of [black] startups , or 62 % ( 2017 : 53 % ) list Gauteng as their base , while 27 % ( 2017:42 % ) say the Western Cape is their home .","black: evil, bad, unsavory",0
Asus uses a 160 GB sized [hard] disk in a 2.5 inch format as the memory unit .,"hard: Firm, solid, resistant to pressure, tangible",1
It 's going to be [hard] to give them up !,"hard: Firm, solid, resistant to pressure, tangible",0
"Buuuuut , it can be [hard] to stay on top of everything , let alone get away from the office to participate .","hard: Firm, solid, resistant to pressure, tangible",0
"Vegetables ; Hankies Dal , traditional [black] lentil stew .","black: evil, bad, unsavory",0
"My emphasis in photo has always been fine art [black] and white , concentrating on symmetry , and balance of a subject as well as light and shadow .","black: evil, bad, unsavory",0
It is important to ensure that the hat you are selecting has perfect ventilations to provide your head with [cool] air .,cool: of or at a relatively low temperature,1
"This is another [black] eye for Ruby Reds , the presence of sugar , soy , and even cornstarch .","black: evil, bad, unsavory",0
We love [black] and white memorabilia !,"black: evil, bad, unsavory",0
We have done the [hard] part and narrowed it down to these 5 desserts that are perfect to bring along to your next social gathering .,"hard: Firm, solid, resistant to pressure, tangible",0
The final part of this project was to write to the children to say a big thank you for all of their [hard] work .,"hard: Firm, solid, resistant to pressure, tangible",0
"I ’m very low maintenance ; noise cancelling headphones , 2 external [hard] drives ( for samples ) , an iLok , a punchy powerful laptop , and a teeny weeny USB MIDI keyboard .","hard: Firm, solid, resistant to pressure, tangible",1
"65 Double Upper High Top Chucks Outside view of a left [black] , red , and white double upper high top , with the outer upper rolled down .","black: evil, bad, unsavory",0
"Twirls and swirls in violet , greens , orange and glow in the dark too Lined with [black] organic cotton fabric if you choose the martingale version it has black velvet and lime webbing .","black: evil, bad, unsavory",0
"Malign , malicious , a virtual namesake for Brodie horrible father Malky , Malachi appearance in seemingly safe havens dogs the course of Brodie life canada goose [black] friday sale .","black: evil, bad, unsavory",0
You could also ask a lot more suggestions from buddies who had skilled in making a [cool] bedroom .,cool: of or at a relatively low temperature,0
"Howlite removes distractions , focusing your mind while keeping you [cool] and under control .",cool: of or at a relatively low temperature,1
Splice the [black] wire in two and hook up them to the terminal screws - one particular on top as well as the other within the base screw on the swap .,"black: evil, bad, unsavory",0
"A [cool] and collected racer , he is a force to be reckoned with .",cool: of or at a relatively low temperature,0
My mom was trying to decide how long she should let it go before she took him in to the vet and make some really [hard] choices .,"hard: Firm, solid, resistant to pressure, tangible",0
But no [hard] questions instead of the guillotine .,"hard: Firm, solid, resistant to pressure, tangible",0
"Made of soft silicone ( in clear or [black] ) , the Nautilus rolls up and stores in a little plastic case that resembles its namesake mollusk .","black: evil, bad, unsavory",0
"Now I 'm not trying to beat up on single mothers , they have a [hard] job and many of them do remarkably well for how hard a position they are in .","hard: Firm, solid, resistant to pressure, tangible",0
Create exciting school projects or [cool] promotional materials in seconds .,cool: of or at a relatively low temperature,0
"I feel valued , appreciated for my [hard] work , and I know I ’m part of a team .","hard: Firm, solid, resistant to pressure, tangible",0
"Many years ago when I found myself trapped in the vortex of city life , working full time in a corporate office environment miles from my love of the ocean and allowing my [black] shiny heels to audibly trek the same paved paths day in and out , I wanted to know what it would take to re - invent my life and escape this soulless routine .","black: evil, bad, unsavory",0
You may have a [hard] time getting up to speed early this morning .,"hard: Firm, solid, resistant to pressure, tangible",0
"Today 's recipe is a refreshingly [cool] drink to beat the heat , Watermleon Lemonade .",cool: of or at a relatively low temperature,1
so I need some [cool] unique cosplay suggestions that there wo n't be a lot of .,cool: of or at a relatively low temperature,0
"Seal and store in a dark , [cool] place for at least a month before using .",cool: of or at a relatively low temperature,1
It 's [cool] that we are both sharing page space over there .,cool: of or at a relatively low temperature,0
"This look , to me , feels like we ’re talking to a [cool] technology company that ’s about to launch an amazing new product .",cool: of or at a relatively low temperature,0
Mono spaced fonts are also nice for distinguishing code from regular text on both web pages and [hard] copy .,"hard: Firm, solid, resistant to pressure, tangible",1
"For every dollar a white person has in savings , a Latino person has only 6 cents and a [black] person has only 5 cents .","black: evil, bad, unsavory",0
"Prefers moist , fertile , well - drained soils and [cool] climates .",cool: of or at a relatively low temperature,1
"When it ’s to do with economical roofs , it is [hard] to beat the purchase price of flat roofs .","hard: Firm, solid, resistant to pressure, tangible",0
"In Dalman , No . 506 , the finish of the [black] tooling , with a black border around it , resembles the best finished Roman tomb by the bottom of the western Ma’aisera wady , and the four obelisk Tomb and the one below it .","black: evil, bad, unsavory",0
"Stellar Disk Wipe alternative is your best choice destroy and wipe your sensitive data before you resell , donate or give away your computer , [hard] drive , USB , external hard drive , digital camera , etc .","hard: Firm, solid, resistant to pressure, tangible",1
"This week we chat with @Penny_Elmslie , Head of Marketing for the [cool] accounting software Xero .",cool: of or at a relatively low temperature,0
"Retro is back in style , flaunt the same as you adorn this T - shirt in [black] coloured from the house of American Crew .","black: evil, bad, unsavory",0
This was a special order of [black] discs .,"black: evil, bad, unsavory",0
"I appreciate you for coming up with those productive , safe , revealing and in addition [cool] guidance on your topic to Ethel .",cool: of or at a relatively low temperature,0
"An array of crop tops and mini skirts in blue , pink and gold lurex edged with bands of Nasir ’s signature [black] and white branding , which also appeared peaking out of shorts like boxers reminiscent of the late great Aaliyah .","black: evil, bad, unsavory",0
"Plus , that whole [cool] factor and I got to go in places that no one else could , giving me a fantastic vantage point of the race course .",cool: of or at a relatively low temperature,0
The concept is really [cool] - a friend of ours got into the booth and inspiration led him to answering a few questions we asked him .,cool: of or at a relatively low temperature,0
I have another question : I have a [hard] drive that I removed from another computer and use it with USB adapter,"hard: Firm, solid, resistant to pressure, tangible",1
It 's [hard] to believe the last update was 5 years ago .,"hard: Firm, solid, resistant to pressure, tangible",0
"For the Red version : small Bibi made of felt in red / pink colour , accompanied by small white PomPoms to garnish the heart , all mounted on a base , also in felt , [black] color .","black: evil, bad, unsavory",0
Mixing art classes with [hard] sciences and foreign languages can give you a well - rounded intellect people appreciate and admire .,"hard: Firm, solid, resistant to pressure, tangible",1
It 's [hard] to know what to say about that .,"hard: Firm, solid, resistant to pressure, tangible",0
"On the southeastern Florida coast , [black] spiny - tailed iguanas have been found on Key Biscayne , Hialeah , and in Broward County .","black: evil, bad, unsavory",0
These same public relations firms often discourage their [black] clients from working with black - owned media companies and advertising with the Black Press .,"black: evil, bad, unsavory",0
Your kids spend a lot of time at school doing [cool] things .,cool: of or at a relatively low temperature,0
"If you look through paint samples , you 'll find tan colors with both warm and [cool] hues .",cool: of or at a relatively low temperature,1
It can be [hard] to put your own flaws and experiences out on display .,"hard: Firm, solid, resistant to pressure, tangible",0
Six months of [hard] work all round will come into fruition for one week only in the beautiful grounds of Royden Park and Urbanista ca n’t wait to experience the magic .,"hard: Firm, solid, resistant to pressure, tangible",0
Protect your arms and your ink from the harmful effects of the sun and stay [cool] with these muscle compression sleeves featuring stunning tattoo designs as well as an array of solid colors .,cool: of or at a relatively low temperature,1
"It takes [hard] work , dedication , and emotional resilience but you can do it !","hard: Firm, solid, resistant to pressure, tangible",0
I have a [hard] time getting up and going .,"hard: Firm, solid, resistant to pressure, tangible",0
"If your loved one has a [hard] time rising in the morning , do n’t compound the challenge by booking the first appointment of the day .","hard: Firm, solid, resistant to pressure, tangible",0
"If the lice are allowed to continue breeding , the outbreak of lice will become [hard] to stop .","hard: Firm, solid, resistant to pressure, tangible",0
Pumpkin Spice Donuts are a treat on [cool] winter days !,cool: of or at a relatively low temperature,1
"What if I train them one minute [hard] and 3 minutes off and he kept playing with these intervals until he discovered that the absolute best results were when he had these athletes performing at 20 seconds of max , did you hear me ?","hard: Firm, solid, resistant to pressure, tangible",0
Taking a [cool] bath can make it shave less .,cool: of or at a relatively low temperature,1
"As the parable of the unmerciful judge teaches ( Luke 18:1–8 ) , Abraham ’s action teaches us that we may properly press God [hard] with fervent persistence when we bring our desires before Him .","hard: Firm, solid, resistant to pressure, tangible",0
"But yet when I think of big data , its advantages still seem [hard] to quantify .","hard: Firm, solid, resistant to pressure, tangible",0
"Store in a [cool] , dry place ( 59 ° F-85 ° F ) away from direct light .",cool: of or at a relatively low temperature,1
How [cool] is that ?,cool: of or at a relatively low temperature,0
Please join with us and celebrate and congratulate the [hard] work that has brought these lovely women to this day !,"hard: Firm, solid, resistant to pressure, tangible",0
"I have mentioned my [black] eyebrows , and I got Bow Brow in black .","black: evil, bad, unsavory",0
She began shaking with nervousness from the first chord and had a [hard] time getting her voice to sound the way she knew it could .,"hard: Firm, solid, resistant to pressure, tangible",0
I knew this would be a [hard] part of the journey as it meant turning into the cold wind that was blowing from the South West and bringing all of the moisture with it .,"hard: Firm, solid, resistant to pressure, tangible",0
It ’s also really [cool] to see people you know be apart of the production and give back to the community .,cool: of or at a relatively low temperature,0
My Sis and I prepared it today after a long [hard] day of work and I decided to share the recipe with you so you can try it out and let me know what you think of it .,"hard: Firm, solid, resistant to pressure, tangible",0
The raft stops along the secluded beaches of the Colorado river to give you a chance to swim or paddle in the [cool] clear waters .,cool: of or at a relatively low temperature,1
"That is very , very [cool] Tammy !",cool: of or at a relatively low temperature,0
"Graphs , charts , and pictures are in color which is a nice change from [black] and white .","black: evil, bad, unsavory",0
"Matte [black] fixtures Unlacquered brass is still hot , hot , hot , but matte black is being seen all over , too .","black: evil, bad, unsavory",0
"A spokesman said : "" Some of the homeless people we have worked with have been homeless for a number of years and find it hard to be then left alone within four walls and find it [hard] to budget their money which can sometimes lead to them being back on the streets again through loneliness or not being able to pay the bills .","hard: Firm, solid, resistant to pressure, tangible",0
33 [cool] bedroom chairs you can buy awesome stuff 365 .,cool: of or at a relatively low temperature,0
"The outer rim of the lid is also [black] , as is the inside .","black: evil, bad, unsavory",0
"A Russian C2010 - 658 Real Exam prince condescended to sit in a corner for an hour and talk with a massive lady , dressed like Hamlet Certification Answers mother in [black] velvet with a pearl bridle under her chin .","black: evil, bad, unsavory",0
"A chrome Lokar shifter rises to within easy reach of the driver and wears a matching leather boot , and the Chevy - branded billet steering wheel also ties into the color scheme with its leather wrapping and sits in front of a stellar dash area that features an assortment of white - faced TPI - Tech gauges , as well as quartet of in - dash vents to bring [cool] air into the cabin via a climate control system that 's functioning at its best .",cool: of or at a relatively low temperature,1
Ravenloft would have been a [cool] get .,cool: of or at a relatively low temperature,0
This can offer a powerful and [cool] try to find the new Azera .,cool: of or at a relatively low temperature,0
"individual differences and devises programs that demand [hard] work and challenge , but are not excessive .","hard: Firm, solid, resistant to pressure, tangible",0
"The song has a [cool] enough vibe to keep me engaged for a quite a while , but then really hooks me with an unexpected turn of events about four minutes in , when the vocals drop away , the underlying syncopated beat is stripped down and brought forward , and , then , almost gloriously , an array of real instruments , including horns and strings , are added to the mix , beautifully accentuating the unusual chords and intervals that have characterized the song all along .",cool: of or at a relatively low temperature,0
In my talk I will discuss the static subsector of the [black] hole effective action in an arbitrary dimension .,"black: evil, bad, unsavory",0
But I think BlogLovin ' is where all the [cool] kids are going .,cool: of or at a relatively low temperature,0
Proceeds to a [black] screen then request a boot disk .,"black: evil, bad, unsavory",0
"Each time a [hard] drive assignment is made , the system updates the config / disk.cfg file to record the assignment .","hard: Firm, solid, resistant to pressure, tangible",1
It has [black] yarn and a fluffy white feather on top of the head .,"black: evil, bad, unsavory",0
"If there is a light - weight , the blue wire ought to be linked to your [black] wire in the swap at the same time .","black: evil, bad, unsavory",0
I wept as I tried to make sense of moments and words my heart was having a [hard] time translating .,"hard: Firm, solid, resistant to pressure, tangible",0
"Book Title : Brannigan 's Building Construction For The Fire Service , 5th ed . - the VitalSource e - book is provided inside the classroom ; [hard] copy not available from the APUS Bookstore , please try other sources .","hard: Firm, solid, resistant to pressure, tangible",1
Flags can be easy or [hard] to use depending on their weight and size .,"hard: Firm, solid, resistant to pressure, tangible",0
Are you finding that your old Macbook screen keeps going [black] when you move the screen up and down ?,"black: evil, bad, unsavory",0
"The latest Schott Foundation report is numbing , placing the graduation rate for [black] males in the county at 28 percent .","black: evil, bad, unsavory",0
"When it 's sizzling hot , the modern 15000 BTU a / c unit will keep the family [cool] and fresh ; and when it 's cold , everyone will be toasty and warm , thanks to the efficient 35000 BTU furnace !",cool: of or at a relatively low temperature,1
"Sure , you can score a few kills for yourself by going it alone , but all you Rambo types are going to have a [hard] time being an effective part of the larger offensive unless you learn to coordinate with your squadmates .","hard: Firm, solid, resistant to pressure, tangible",0
"Do not make any payment using Western Union or Moneygram – they are extremely [hard] to trace , so scammers love it .","hard: Firm, solid, resistant to pressure, tangible",0
This sturdy coffee table mirrors the round shape of the rug and features a [cool] glass top on a woven rattan base .,cool: of or at a relatively low temperature,0
The [cool] thing about our imaginations is that we can just as easily use them to imagine the best possibilities for high school .,cool: of or at a relatively low temperature,0
